,arg_names,arg_text,arg_types,args_string,args_vals,class_name,link,module,section_name
110,"['alphas', 'fit_intercept', 'normalize', 'scoring', 'cv', 'class_weight']","['alphas : numpy array of shape [n_alphas]', 'fit_intercept : boolean', 'normalize : boolean, optional, default False', 'scoring : string, callable or None, optional, default: None', 'cv : int, cross-validation generator or an iterable, optional', ""class_weight : dict or 'balanced', optional""]","[""<type 'numpy.ndarray'>"", ""<type 'bool'>"", ""<type 'bool'>"", '<built-in function callable>', ""(<type 'int'>, <class 'sklearn.cross_validation.KFold'>)"", ""<type 'dict'>""]","alphas=(0.1, 1.0=None, 10.0)=None, fit_intercept=True, normalize=False, scoring=None, cv=None, class_weight=None","[('alphas', '(0.1'), ('1.0', None), ('10.0)', None), ('fit_intercept', 'True'), ('normalize', 'False'), ('scoring', 'None'), ('cv', 'None'), ('class_weight', 'None')]",RidgeClassifierCV,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.RidgeClassifierCV.html#sklearn.linear_model.RidgeClassifierCV,sklearn.linear_model,Generalized Linear Models
111,"['alphas', 'fit_intercept', 'normalize', 'scoring', 'cv', 'gcv_mode', 'store_cv_values']","['alphas : numpy array of shape [n_alphas]', 'fit_intercept : boolean', 'normalize : boolean, optional, default False', 'scoring : string, callable or None, optional, default: None', 'cv : int, cross-validation generator or an iterable, optional', ""gcv_mode : {None, 'auto', 'svd', eigen'}, optional"", 'store_cv_values : boolean, default=False']","[""<type 'numpy.ndarray'>"", ""<type 'bool'>"", ""<type 'bool'>"", '<built-in function callable>', ""(<type 'int'>, <class 'sklearn.cross_validation.KFold'>)"", None, ""<type 'bool'>""]","alphas=(0.1, 1.0=None, 10.0)=None, fit_intercept=True, normalize=False, scoring=None, cv=None, gcv_mode=None, store_cv_values=False","[('alphas', '(0.1'), ('1.0', None), ('10.0)', None), ('fit_intercept', 'True'), ('normalize', 'False'), ('scoring', 'None'), ('cv', 'None'), ('gcv_mode', 'None'), ('store_cv_values', 'False')]",RidgeCV,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.RidgeCV.html#sklearn.linear_model.RidgeCV,sklearn.linear_model,Generalized Linear Models
112,"['loss', 'penalty', 'alpha', 'l1_ratio', 'fit_intercept', 'n_iter', 'shuffle', 'random_state', 'verbose', 'epsilon', 'n_jobs', 'learning_rate', 'eta0', 'power_t', 'class_weight', 'warm_start', 'average']","[""loss : str, 'hinge', 'log', 'modified_huber', 'squared_hinge',                'perceptron', or a regression loss: 'squared_loss', 'huber',                'epsilon_insensitive', or 'squared_epsilon_insensitive'"", ""penalty : str, 'none', 'l2', 'l1', or 'elasticnet'"", 'alpha : float', 'l1_ratio : float', 'fit_intercept : bool', 'n_iter : int, optional', 'shuffle : bool, optional', 'random_state : int seed, RandomState instance, or None (default)', 'verbose : integer, optional', 'epsilon : float', 'n_jobs : integer, optional', 'learning_rate : string, optional', 'eta0 : double', 'power_t : double', ""class_weight : dict, {class_label: weight} or 'balanced' or None, optional"", 'warm_start : bool, optional', 'average : bool or int, optional']","[""<type 'str'>"", ""<type 'str'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'int'>"", ""<type 'bool'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'str'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'dict'>"", ""<type 'bool'>"", ""(<type 'bool'>, <type 'int'>)""]","loss='hinge', penalty='l2', alpha=0.0001, l1_ratio=0.15, fit_intercept=True, n_iter=5, shuffle=True, verbose=0, epsilon=0.1, n_jobs=1, random_state=None, learning_rate='optimal', eta0=0.0, power_t=0.5, class_weight=None, warm_start=False, average=False","[('loss', ""'hinge'""), ('penalty', ""'l2'""), ('alpha', '0.0001'), ('l1_ratio', '0.15'), ('fit_intercept', 'True'), ('n_iter', '5'), ('shuffle', 'True'), ('verbose', '0'), ('epsilon', '0.1'), ('n_jobs', '1'), ('random_state', 'None'), ('learning_rate', ""'optimal'""), ('eta0', '0.0'), ('power_t', '0.5'), ('class_weight', 'None'), ('warm_start', 'False'), ('average', 'False')]",SGDClassifier,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDClassifier.html#sklearn.linear_model.SGDClassifier,sklearn.linear_model,Generalized Linear Models
113,"['loss', 'penalty', 'alpha', 'l1_ratio', 'fit_intercept', 'n_iter', 'shuffle', 'random_state', 'verbose', 'epsilon', 'learning_rate', 'eta0', 'power_t', 'warm_start', 'average']","[""loss : str, 'squared_loss', 'huber', 'epsilon_insensitive',                 or 'squared_epsilon_insensitive'"", ""penalty : str, 'none', 'l2', 'l1', or 'elasticnet'"", 'alpha : float', 'l1_ratio : float', 'fit_intercept : bool', 'n_iter : int, optional', 'shuffle : bool, optional', 'random_state : int seed, RandomState instance, or None (default)', 'verbose : integer, optional', 'epsilon : float', 'learning_rate : string, optional', 'eta0 : double, optional', 'power_t : double, optional', 'warm_start : bool, optional', 'average : bool or int, optional']","[""<type 'str'>"", ""<type 'str'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'int'>"", ""<type 'bool'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'str'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""(<type 'bool'>, <type 'int'>)""]","loss='squared_loss', penalty='l2', alpha=0.0001, l1_ratio=0.15, fit_intercept=True, n_iter=5, shuffle=True, verbose=0, epsilon=0.1, random_state=None, learning_rate='invscaling', eta0=0.01, power_t=0.25, warm_start=False, average=False","[('loss', ""'squared_loss'""), ('penalty', ""'l2'""), ('alpha', '0.0001'), ('l1_ratio', '0.15'), ('fit_intercept', 'True'), ('n_iter', '5'), ('shuffle', 'True'), ('verbose', '0'), ('epsilon', '0.1'), ('random_state', 'None'), ('learning_rate', ""'invscaling'""), ('eta0', '0.01'), ('power_t', '0.25'), ('warm_start', 'False'), ('average', 'False')]",SGDRegressor,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.SGDRegressor.html#sklearn.linear_model.SGDRegressor,sklearn.linear_model,Generalized Linear Models
114,"['fit_intercept', 'copy_X', 'max_subpopulation', 'n_subsamples', 'max_iter', 'tol', 'random_state', 'n_jobs', 'verbose']","['fit_intercept : boolean, optional, default True', 'copy_X : boolean, optional, default True', 'max_subpopulation : int, optional, default 1e4', 'n_subsamples : int, optional, default None', 'max_iter : int, optional, default 300', 'tol : float, optional, default 1.e-3', 'random_state : RandomState or an int seed, optional, default None', 'n_jobs : integer, optional, default 1', 'verbose : boolean, optional, default False']","[""<type 'bool'>"", ""<type 'bool'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'bool'>""]","fit_intercept=True, copy_X=True, max_subpopulation=10000.0, n_subsamples=None, max_iter=300, tol=0.001, random_state=None, n_jobs=1, verbose=False","[('fit_intercept', 'True'), ('copy_X', 'True'), ('max_subpopulation', '10000.0'), ('n_subsamples', 'None'), ('max_iter', '300'), ('tol', '0.001'), ('random_state', 'None'), ('n_jobs', '1'), ('verbose', 'False')]",TheilSenRegressor,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.TheilSenRegressor.html#sklearn.linear_model.TheilSenRegressor,sklearn.linear_model,Generalized Linear Models
115,"['n_neighbors', 'n_components', 'reg', 'eigen_solver', 'tol', 'max_iter', 'method', 'hessian_tol', 'modified_tol', 'neighbors_algorithm', 'random_state: numpy.RandomState or int, optional']","['n_neighbors : integer', 'n_components : integer', 'reg : float', ""eigen_solver : string, {'auto', 'arpack', 'dense'}"", 'tol : float, optional', 'max_iter : integer', ""method : string ('standard', 'hessian', 'modified' or 'ltsa')"", 'hessian_tol : float, optional', 'modified_tol : float, optional', ""neighbors_algorithm : string ['auto'|'brute'|'kd_tree'|'ball_tree']"", 'random_state: numpy.RandomState or int, optional :']","[""<type 'int'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'str'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'str'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'str'>"", ""<type 'int'>""]","n_neighbors=5, n_components=2, reg=0.001, eigen_solver='auto', tol=1e-06, max_iter=100, method='standard', hessian_tol=0.0001, modified_tol=1e-12, neighbors_algorithm='auto', random_state=None","[('n_neighbors', '5'), ('n_components', '2'), ('reg', '0.001'), ('eigen_solver', ""'auto'""), ('tol', '1e-06'), ('max_iter', '100'), ('method', ""'standard'""), ('hessian_tol', '0.0001'), ('modified_tol', '1e-12'), ('neighbors_algorithm', ""'auto'""), ('random_state', 'None')]",LocallyLinearEmbedding,http://scikit-learn.org/stable/modules/generated/sklearn.manifold.LocallyLinearEmbedding.html#sklearn.manifold.LocallyLinearEmbedding,sklearn.manifold,Manifold Learning
116,"['n_neighbors', 'n_components', 'eigen_solver', 'tol', 'max_iter', 'path_method', 'neighbors_algorithm']","['n_neighbors : integer', 'n_components : integer', ""eigen_solver : ['auto'|'arpack'|'dense']"", 'tol : float', 'max_iter : integer', ""path_method : string ['auto'|'FW'|'D']"", ""neighbors_algorithm : string ['auto'|'brute'|'kd_tree'|'ball_tree']""]","[""<type 'int'>"", ""<type 'int'>"", None, ""<type 'float'>"", ""<type 'int'>"", ""<type 'str'>"", ""<type 'str'>""]","n_neighbors=5, n_components=2, eigen_solver='auto', tol=0, max_iter=None, path_method='auto', neighbors_algorithm='auto'","[('n_neighbors', '5'), ('n_components', '2'), ('eigen_solver', ""'auto'""), ('tol', '0'), ('max_iter', 'None'), ('path_method', ""'auto'""), ('neighbors_algorithm', ""'auto'"")]",Isomap,http://scikit-learn.org/stable/modules/generated/sklearn.manifold.Isomap.html#sklearn.manifold.Isomap,sklearn.manifold,Manifold Learning
117,"['metric', 'n_components', 'n_init', 'max_iter', 'verbose', 'eps', 'n_jobs', 'random_state', 'dissimilarity']","['metric : boolean, optional, default: True', 'n_components : int, optional, default: 2', 'n_init : int, optional, default: 4', 'max_iter : int, optional, default: 300', 'verbose : int, optional, default: 0', 'eps : float, optional, default: 1e-6', 'n_jobs : int, optional, default: 1', 'random_state : integer or numpy.RandomState, optional', 'dissimilarity : string']","[""<type 'bool'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'int'>"", ""(<type 'int'>, <type 'mtrand.RandomState'>)"", ""<type 'str'>""]","n_components=2, metric=True, n_init=4, max_iter=300, verbose=0, eps=0.001, n_jobs=1, random_state=None, dissimilarity='euclidean'","[('n_components', '2'), ('metric', 'True'), ('n_init', '4'), ('max_iter', '300'), ('verbose', '0'), ('eps', '0.001'), ('n_jobs', '1'), ('random_state', 'None'), ('dissimilarity', ""'euclidean'"")]",MDS,http://scikit-learn.org/stable/modules/generated/sklearn.manifold.MDS.html#sklearn.manifold.MDS,sklearn.manifold,Manifold Learning
118,"['n_components', 'eigen_solver', 'random_state', 'affinity', 'gamma', 'n_neighbors']","['n_components : integer, default: 2', ""eigen_solver : {None, 'arpack', 'lobpcg', or 'amg'}"", 'random_state : int seed, RandomState instance, or None, default', 'affinity : string or callable, default', 'gamma : float, optional, default', 'n_neighbors : int, default']","[""<type 'int'>"", None, ""(<type 'int'>, None, <type 'mtrand.RandomState'>)"", '<built-in function callable>', ""<type 'float'>"", ""<type 'int'>""]","n_components=2, affinity='nearest_neighbors', gamma=None, random_state=None, eigen_solver=None, n_neighbors=None","[('n_components', '2'), ('affinity', ""'nearest_neighbors'""), ('gamma', 'None'), ('random_state', 'None'), ('eigen_solver', 'None'), ('n_neighbors', 'None')]",SpectralEmbedding,http://scikit-learn.org/stable/modules/generated/sklearn.manifold.SpectralEmbedding.html#sklearn.manifold.SpectralEmbedding,sklearn.manifold,Manifold Learning
119,"['n_components', 'perplexity', 'early_exaggeration', 'learning_rate', 'n_iter', 'n_iter_without_progress', 'min_grad_norm', 'metric', 'init', 'verbose', 'random_state', 'method', 'angle']","['n_components : int, optional (default: 2)', 'perplexity : float, optional (default: 30)', 'early_exaggeration : float, optional (default: 4.0)', 'learning_rate : float, optional (default: 1000)', 'n_iter : int, optional (default: 1000)', 'n_iter_without_progress : int, optional (default: 30)', 'min_grad_norm : float, optional (default: 1E-7)', 'metric : string or callable, optional', ""init : string, optional (default: 'random')"", 'verbose : int, optional (default: 0)', 'random_state : int or RandomState instance or None (default)', ""method : string (default: 'barnes_hut')"", 'angle : float (default: 0.5)']","[""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'float'>"", '<built-in function callable>', ""<type 'str'>"", ""<type 'int'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)"", ""<type 'str'>"", ""<type 'float'>""]","n_components=2, perplexity=30.0, early_exaggeration=4.0, learning_rate=1000.0, n_iter=1000, n_iter_without_progress=30, min_grad_norm=1e-07, metric='euclidean', init='random', verbose=0, random_state=None, method='barnes_hut', angle=0.5","[('n_components', '2'), ('perplexity', '30.0'), ('early_exaggeration', '4.0'), ('learning_rate', '1000.0'), ('n_iter', '1000'), ('n_iter_without_progress', '30'), ('min_grad_norm', '1e-07'), ('metric', ""'euclidean'""), ('init', ""'random'""), ('verbose', '0'), ('random_state', 'None'), ('method', ""'barnes_hut'""), ('angle', '0.5')]",TSNE,http://scikit-learn.org/stable/modules/generated/sklearn.manifold.TSNE.html#sklearn.manifold.TSNE,sklearn.manifold,Manifold Learning
120,"['n_components', 'covariance_type', 'random_state: RandomState or an int seed (None by default)', 'min_covar', 'tol', 'n_iter', 'n_init', 'params', 'init_params', 'verbose']","['n_components : int, optional', 'covariance_type : string, optional', 'random_state: RandomState or an int seed (None by default) :', 'min_covar : float, optional', 'tol : float, optional', 'n_iter : int, optional', 'n_init : int, optional', 'params : string, optional', 'init_params : string, optional', 'verbose : int, default: 0']","[""<type 'int'>"", ""<type 'str'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'str'>"", ""<type 'str'>"", ""<type 'int'>""]","n_components=1, covariance_type='diag', random_state=None, thresh=None, tol=0.001, min_covar=0.001, n_iter=100, n_init=1, params='wmc', init_params='wmc', verbose=0","[('n_components', '1'), ('covariance_type', ""'diag'""), ('random_state', 'None'), ('thresh', 'None'), ('tol', '0.001'), ('min_covar', '0.001'), ('n_iter', '100'), ('n_init', '1'), ('params', ""'wmc'""), ('init_params', ""'wmc'""), ('verbose', '0')]",GMM,http://scikit-learn.org/stable/modules/generated/sklearn.mixture.GMM.html#sklearn.mixture.GMM,sklearn.mixture,Gaussian Mixture Models
121,"['n_components: int, default 1', ""covariance_type: string, default 'diag'"", 'alpha: float, default 1', 'tol', 'n_iter', 'params', 'init_params', 'verbose']","['n_components: int, default 1 :', ""covariance_type: string, default 'diag' :"", 'alpha: float, default 1 :', 'tol : float, default 1e-3', 'n_iter : int, default 10', ""params : string, default 'wmc'"", ""init_params : string, default 'wmc'"", 'verbose : int, default 0']","[""<type 'int'>"", ""<type 'str'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'str'>"", ""<type 'str'>"", ""<type 'int'>""]","n_components=1, covariance_type='diag', alpha=1.0, random_state=None, thresh=None, tol=0.001, verbose=0, min_covar=None, n_iter=10, params='wmc', init_params='wmc'","[('n_components', '1'), ('covariance_type', ""'diag'""), ('alpha', '1.0'), ('random_state', 'None'), ('thresh', 'None'), ('tol', '0.001'), ('verbose', '0'), ('min_covar', 'None'), ('n_iter', '10'), ('params', ""'wmc'""), ('init_params', ""'wmc'"")]",DPGMM,http://scikit-learn.org/stable/modules/generated/sklearn.mixture.DPGMM.html#sklearn.mixture.DPGMM,sklearn.mixture,Gaussian Mixture Models
